,订单id,订单创建时间,订单关闭时间,订单取消时间,用户id,支付状态,物流状态,订单处理时间,实际付款金额,物流价格,扣后价格,总折扣,总售价
6313,187003278845,2016-12-08,2016-12-08,,243944920573,paid,fulfilled,2016-12-08,174.0,0.00,174.0,0.0,174.0
6314,187011503613,2016-12-08,2016-12-08,,243975558653,partially_refunded,fulfilled,2016-12-08,77.0,7.00,70.0,0.0,70.0
6315,187052168701,2016-12-08,2016-12-08,,196981855741,paid,fulfilled,2016-12-08,125.0,0.00,125.0,0.0,125.0
6316,187085133309,2016-12-08,2016-12-08,,244268832253,paid,fulfilled,2016-12-08,117.45,0.00,109.0,0.0,109.0
6317,187094013437,2016-12-08,2016-12-20,,8898550623,paid,fulfilled,2016-12-08,40.0,15.00,25.0,0.0,25.0
6318,187275777533,2016-12-08,2016-12-09,,244487329277,paid,fulfilled,2016-12-08,52.0,7.00,45.0,0.0,45.0
6319,187330270717,2016-12-08,2016-12-09,,244547851773,partially_refunded,fulfilled,2016-12-08,113.0,0.00,113.0,0.0,113.0
6320,187417728509,2016-12-08,2016-12-20,,244644812285,paid,fulfilled,2016-12-08,43.0,15.00,28.0,0.0,28.0
6321,187508168189,2016-12-09,2016-12-12,,244753536509,paid,fulfilled,2016-12-09,59.0,7.00,52.0,0.0,52.0
6322,187520980477,2016-12-09,2016-12-12,,244733089277,paid,fulfilled,2016-12-09,87.0,7.00,80.0,0.0,80.0
6323,187553420797,2016-12-09,2016-12-12,,244813272573,paid,fulfilled,2016-12-09,42.0,7.00,35.0,0.0,35.0
6324,187555091965,2016-12-09,2016-12-12,,8687646303,paid,fulfilled,2016-12-09,41.48,7.00,32.0,0.0,32.0
6325,187560629757,2016-12-09,2016-12-12,,244822480381,paid,fulfilled,2016-12-09,80.27,7.00,68.0,0.0,68.0
6326,187573048829,2016-12-09,2016-12-12,,238992954877,paid,fulfilled,2016-12-09,80.27,7.00,68.0,0.0,68.0
6327,187600082429,2016-12-09,2016-12-12,,244332238333,paid,fulfilled,2016-12-09,67.97,9.97,58.0,0.0,58.0
6328,187614828029,2016-12-09,2016-12-15,,244885394941,paid,fulfilled,2016-12-09,63.0,15.00,48.0,0.0,48.0
6329,187617285629,2016-12-09,2016-12-19,,236362995197,paid,fulfilled,2016-12-09,94.0,15.00,79.0,0.0,79.0
6330,187674629629,2016-12-09,2016-12-12,,244951389693,paid,fulfilled,2016-12-09,32.0,7.00,25.0,0.0,25.0
6331,187787580925,2016-12-09,2017-02-22,,8693492639,paid,fulfilled,2016-12-09,75.0,7.00,68.0,0.0,68.0
6332,187824870909,2016-12-09,2016-12-12,,245065487869,paid,fulfilled,2016-12-09,42.0,7.00,35.0,0.0,35.0
6333,187906790909,2016-12-09,,2016-12-11,245118899709,refunded,,2016-12-09,26.0,7.00,19.0,0.0,19.0
6334,187909084669,2016-12-09,2016-12-12,,245205669373,paid,fulfilled,2016-12-09,51.0,7.00,44.0,0.0,44.0
6335,187911902717,2016-12-09,2016-12-12,,245215598077,paid,fulfilled,2016-12-09,76.0,7.00,69.0,0.0,69.0
6336,187925370365,2016-12-09,2016-12-12,,245230015997,paid,fulfilled,2016-12-09,44.71,7.00,35.0,0.0,35.0
6337,187995297277,2016-12-10,2016-12-12,,245324256765,refunded,fulfilled,2016-12-10,34.97,9.97,25.0,0.0,25.0
6338,188013680125,2016-12-10,2016-12-12,,245349225981,paid,fulfilled,2016-12-10,26.0,7.00,19.0,0.0,19.0
6339,188040648189,2016-12-10,2016-12-12,,231018862077,partially_refunded,fulfilled,2016-12-10,89.97,7.00,77.0,0.0,77.0
6340,188041500157,2016-12-10,2016-12-12,,245390054909,paid,fulfilled,2016-12-10,100.74,7.00,87.0,0.0,87.0
6341,188094518781,2016-12-10,2016-12-27,,245463913981,paid,fulfilled,2016-12-10,201.0,15.00,186.0,0.0,186.0
6342,188099925501,2016-12-10,2016-12-12,,245470860797,paid,fulfilled,2016-12-10,145.0,0.00,145.0,0.0,145.0
6343,188121781757,2016-12-10,2016-12-12,,241651521021,paid,fulfilled,2016-12-10,52.0,7.00,45.0,0.0,45.0
6344,188191544829,2016-12-10,2016-12-12,,8838231135,paid,fulfilled,2016-12-10,71.6,7.00,64.6,11.4,76.0
6345,188209042941,2016-12-10,2016-12-15,,245607142909,paid,fulfilled,2016-12-10,55.0,7.00,48.0,0.0,48.0
6346,188247053821,2016-12-10,2016-12-12,,245655606781,paid,fulfilled,2016-12-10,26.0,7.00,19.0,0.0,19.0
6347,188286604797,2016-12-10,2016-12-12,,245703316989,paid,fulfilled,2016-12-10,39.0,7.00,32.0,0.0,32.0
6348,188343916029,2016-12-10,2016-12-12,,245768721917,paid,fulfilled,2016-12-10,45.0,7.00,38.0,0.0,38.0
6349,188356367869,2016-12-10,2016-12-12,,245787956733,paid,fulfilled,2016-12-10,33.94,7.00,25.0,0.0,25.0
6350,188358137341,2016-12-10,2016-12-15,,245789660669,paid,fulfilled,2016-12-10,40.0,15.00,25.0,0.0,25.0
6351,188385957373,2016-12-10,2016-12-12,,245823051261,partially_refunded,fulfilled,2016-12-10,58.72,7.00,48.0,0.0,48.0
6352,188410500605,2016-12-11,2016-12-12,,246006289917,refunded,fulfilled,2016-12-11,118.53,0.00,110.0,0.0,110.0
6353,188418332157,2016-12-11,2016-12-12,,246016677373,paid,fulfilled,2016-12-11,42.0,7.00,35.0,0.0,35.0
6354,188431046141,2016-12-11,2016-12-12,,8689854879,paid,fulfilled,2016-12-11,65.0,7.00,58.0,0.0,58.0
6355,188432193021,2016-12-11,2016-12-12,,246037419517,paid,fulfilled,2016-12-11,100.0,7.00,93.0,0.0,93.0
6356,188436321789,2016-12-11,2016-12-12,,8691337695,refunded,fulfilled,2016-12-11,107.75,0.00,100.0,0.0,100.0
6357,188437075453,2016-12-11,,,235908830717,refunded,,2016-12-11,103.0,0.00,103.0,0.0,103.0
6358,188457850365,2016-12-11,2016-12-12,,246064256509,paid,fulfilled,2016-12-11,32.0,7.00,25.0,0.0,25.0
6359,188458145277,2016-12-11,2016-12-12,,246069630461,paid,fulfilled,2016-12-11,63.03,7.00,52.0,0.0,52.0
6360,188461979133,2016-12-11,,,245775406589,refunded,,2016-12-11,42.0,7.00,35.0,0.0,35.0
6361,188466959869,2016-12-11,2016-12-12,,246080935421,paid,fulfilled,2016-12-11,42.0,7.00,35.0,0.0,35.0
6362,188476659197,2016-12-11,2016-12-12,,246093583869,paid,fulfilled,2016-12-11,99.67,7.00,86.0,0.0,86.0
6363,188486850045,2016-12-11,2016-12-12,,246109607421,paid,fulfilled,2016-12-11,32.0,7.00,25.0,0.0,25.0
6364,188512048637,2016-12-11,2016-12-19,,246116423165,paid,fulfilled,2016-12-11,59.0,7.00,52.0,0.0,52.0
6365,188521682429,2016-12-11,2016-12-12,,8842723103,paid,fulfilled,2016-12-11,27.47,7.00,19.0,0.0,19.0
6366,188526663165,2016-12-11,2016-12-12,,246089750013,paid,fulfilled,2016-12-11,44.71,7.00,35.0,0.0,35.0
6367,188540065277,2016-12-11,2016-12-12,,8690089695,paid,fulfilled,2016-12-11,107.75,0.00,100.0,0.0,100.0
6368,188546684413,2016-12-11,2016-12-12,,233499465213,paid,fulfilled,2016-12-11,44.71,7.00,35.0,0.0,35.0
6369,188551894525,2016-12-11,2016-12-12,,246363526653,paid,fulfilled,2016-12-11,58.72,7.00,48.0,0.0,48.0
6370,188556154365,2016-12-11,2016-12-12,,246365951485,partially_refunded,fulfilled,2016-12-11,55.49,7.00,45.0,0.0,45.0
6371,188560971261,2016-12-11,2017-02-22,,246373520893,paid,fulfilled,2016-12-11,26.0,7.00,19.0,0.0,19.0
6372,188689487357,2016-12-11,2016-12-12,,246519797245,paid,fulfilled,2016-12-11,32.0,7.00,25.0,0.0,25.0
6373,188751222269,2016-12-11,2016-12-12,,246592542205,paid,fulfilled,2016-12-11,42.0,7.00,35.0,0.0,35.0
6374,188798244349,2016-12-11,2016-12-12,,246644577789,paid,fulfilled,2016-12-11,32.0,7.00,25.0,0.0,25.0
6375,188805355005,2016-12-11,2016-12-12,,236667246077,paid,fulfilled,2016-12-11,31.5,0.00,31.5,13.5,45.0
6376,188830684669,2016-12-11,2016-12-12,,246681998845,paid,fulfilled,2016-12-11,112.0,0.00,112.0,0.0,112.0
6377,188884653565,2016-12-12,2016-12-12,,8689221599,paid,fulfilled,2016-12-12,80.27,7.00,68.0,0.0,68.0
6378,188890125821,2016-12-12,2016-12-12,,246813136381,paid,fulfilled,2016-12-12,39.0,7.00,32.0,0.0,32.0
6379,188934002173,2016-12-12,2016-12-12,,246876182013,paid,fulfilled,2016-12-12,100.74,7.00,87.0,0.0,87.0
6380,188959069693,2016-12-12,2016-12-12,,246922843645,paid,fulfilled,2016-12-12,84.58,7.00,72.0,0.0,72.0
6381,188966147581,2016-12-12,2016-12-13,,246925366781,paid,fulfilled,2016-12-12,130.0,0.00,130.0,0.0,130.0
6382,189033453053,2016-12-12,2016-12-15,,246174586365,paid,fulfilled,2016-12-12,55.0,7.00,48.0,0.0,48.0
6383,189048002045,2016-12-12,2016-12-12,,247032485373,paid,fulfilled,2016-12-12,69.5,7.00,58.0,0.0,58.0
6384,189102331389,2016-12-12,2016-12-19,,247108933117,paid,fulfilled,2016-12-12,108.0,15.00,93.0,0.0,93.0
6385,189241071101,2016-12-12,,,247262156285,refunded,,2016-12-12,42.0,7.00,35.0,0.0,35.0
6386,189246543357,2016-12-12,2016-12-12,,247267137021,paid,fulfilled,2016-12-12,148.0,0.00,148.0,0.0,148.0
6387,189250934269,2016-12-12,2016-12-12,,247273952765,paid,fulfilled,2016-12-12,103.0,7.00,96.0,0.0,96.0
6388,189386495485,2016-12-12,2016-12-13,,229426238973,partially_refunded,fulfilled,2016-12-12,69.5,7.00,58.0,0.0,58.0
6389,189409564157,2016-12-12,2016-12-13,,247436744189,paid,fulfilled,2016-12-12,33.94,7.00,25.0,0.0,25.0
6390,189415527933,2016-12-12,,,8688005087,partially_refunded,fulfilled,2016-12-12,100.0,7.00,93.0,0.0,93.0
6391,189451179517,2016-12-12,2016-12-13,,236930209277,paid,fulfilled,2016-12-12,42.0,7.00,35.0,0.0,35.0
6392,189486372349,2016-12-12,2016-12-13,,247512700413,paid,fulfilled,2016-12-12,27.47,7.00,19.0,0.0,19.0
6393,189487388157,2016-12-12,2016-12-13,,243794941437,paid,fulfilled,2016-12-12,42.0,7.00,35.0,0.0,35.0
6394,189516289533,2016-12-12,2016-12-13,,247558575613,partially_refunded,fulfilled,2016-12-12,26.0,7.00,19.0,0.0,19.0
6395,189583365629,2016-12-13,2016-12-13,,247642035709,paid,fulfilled,2016-12-13,32.0,7.00,25.0,0.0,25.0
6396,189585364477,2016-12-13,2016-12-13,,247645279741,paid,fulfilled,2016-12-13,52.0,7.00,45.0,0.0,45.0
6397,189595227645,2016-12-13,2016-12-13,,247657043453,paid,fulfilled,2016-12-13,85.66,27.66,58.0,0.0,58.0
6398,189598143997,2016-12-13,2016-12-13,,247647507965,paid,fulfilled,2016-12-13,64.0,7.00,57.0,0.0,57.0
6399,189627274749,2016-12-13,2016-12-13,,247697479165,refunded,fulfilled,2016-12-13,77.0,7.00,70.0,0.0,70.0
6400,189649950205,2016-12-13,2016-12-13,,244801443325,paid,fulfilled,2016-12-13,32.0,7.00,25.0,0.0,25.0
6401,189654439421,2016-12-13,2016-12-13,,247733655037,paid,fulfilled,2016-12-13,33.94,7.00,25.0,0.0,25.0
6402,189678654973,2016-12-13,2016-12-13,,8727956447,paid,fulfilled,2016-12-13,55.49,7.00,45.0,0.0,45.0
6403,189744584189,2016-12-13,2016-12-13,,247849358845,paid,fulfilled,2016-12-13,64.14,15.65,45.0,0.0,45.0
6404,189748188669,2016-12-13,2016-12-13,,247853585917,paid,fulfilled,2016-12-13,201.49,0.00,187.0,0.0,187.0
6405,189770307069,2016-12-13,2016-12-13,,247880127997,paid,fulfilled,2016-12-13,55.0,7.00,48.0,0.0,48.0
6406,189802681853,2016-12-13,2016-12-14,,229646865917,paid,fulfilled,2016-12-13,42.0,7.00,35.0,0.0,35.0
6407,189863073277,2016-12-13,2016-12-14,,247983674877,paid,fulfilled,2016-12-13,42.0,7.00,35.0,0.0,35.0
6408,189906228733,2016-12-13,2016-12-14,,248033187325,paid,fulfilled,2016-12-13,107.75,0.00,100.0,0.0,100.0
6409,189911471613,2016-12-13,2016-12-14,,248038626813,paid,fulfilled,2016-12-13,76.0,7.00,69.0,0.0,69.0
6410,190005876221,2016-12-13,2016-12-14,,8690619103,paid,fulfilled,2016-12-13,80.27,7.00,68.0,0.0,68.0
6411,190026618365,2016-12-14,2016-12-14,,248163210749,paid,fulfilled,2016-12-14,87.0,7.00,80.0,0.0,80.0
6412,190034843133,2016-12-14,2016-12-14,,221240202749,paid,fulfilled,2016-12-14,42.0,7.00,35.0,0.0,35.0
6413,190039496189,2016-12-14,2016-12-14,,248221570557,paid,fulfilled,2016-12-14,42.0,7.00,35.0,0.0,35.0
6414,190053389821,2016-12-14,2016-12-14,,246531921405,paid,fulfilled,2016-12-14,42.0,7.00,35.0,0.0,35.0
6415,190057387517,2016-12-14,2016-12-14,,248223340029,paid,fulfilled,2016-12-14,77.0,7.00,70.0,0.0,70.0
6416,190068790781,2016-12-14,2016-12-14,,248257549821,paid,fulfilled,2016-12-14,135.77,0.00,126.0,0.0,126.0
6417,190077539837,2016-12-14,2016-12-14,,8875509215,paid,fulfilled,2016-12-14,136.84,0.00,127.0,0.0,127.0
6418,190083798525,2016-12-14,2016-12-14,,248275867133,paid,fulfilled,2016-12-14,33.94,7.00,25.0,0.0,25.0
6419,190099887613,2016-12-14,2016-12-14,,240659371517,paid,fulfilled,2016-12-14,32.0,7.00,25.0,0.0,25.0
6420,190102017533,2016-12-14,2016-12-14,,237427889661,paid,fulfilled,2016-12-14,34.48,0.00,32.0,0.0,32.0
6421,190105130493,2016-12-14,2016-12-14,,248301262333,paid,fulfilled,2016-12-14,162.0,0.00,162.0,0.0,162.0
6422,190117713405,2016-12-14,2016-12-15,,242121545213,paid,fulfilled,2016-12-14,32.0,7.00,25.0,0.0,25.0
6423,190124922365,2016-12-14,2016-12-14,,239284098557,paid,fulfilled,2016-12-14,38.54,11.60,25.0,0.0,25.0
6424,190139667965,2016-12-14,2016-12-14,,246876182013,paid,fulfilled,2016-12-14,115.29,0.00,107.0,0.0,107.0
6425,190158345725,2016-12-14,2016-12-15,,248364439037,paid,fulfilled,2016-12-14,50.0,15.00,35.0,0.0,35.0
6426,190242002429,2016-12-14,2016-12-15,,248458581501,paid,fulfilled,2016-12-14,53.0,15.00,38.0,0.0,38.0
6427,190271329789,2016-12-14,2016-12-14,,248492234237,paid,fulfilled,2016-12-14,32.0,7.00,25.0,0.0,25.0
6428,190309602813,2016-12-14,2016-12-14,,248035710461,paid,fulfilled,2016-12-14,65.0,7.00,58.0,0.0,58.0
6429,190328313341,2016-12-14,2016-12-15,,248290940413,paid,fulfilled,2016-12-14,65.0,7.00,58.0,0.0,58.0
6430,190331065853,2016-12-14,2016-12-15,,8716200415,partially_refunded,fulfilled,2016-12-14,39.0,7.00,32.0,0.0,32.0
6431,190333326845,2016-12-14,2016-12-15,,248561505789,paid,fulfilled,2016-12-14,64.0,7.00,57.0,0.0,57.0
6432,190342796797,2016-12-14,2016-12-15,,248571139581,paid,fulfilled,2016-12-14,26.0,7.00,19.0,0.0,19.0
6433,190399452669,2016-12-14,2016-12-15,,247614182909,paid,fulfilled,2016-12-14,61.0,7.00,54.0,0.0,54.0
6434,190429140477,2016-12-14,2016-12-15,,248664561149,paid,fulfilled,2016-12-14,100.0,7.00,93.0,0.0,93.0
6435,190432679421,2016-12-14,2016-12-15,,248669705725,paid,fulfilled,2016-12-14,76.0,7.00,69.0,0.0,69.0
6436,190454994429,2016-12-14,2016-12-15,,248694543869,paid,fulfilled,2016-12-14,52.0,7.00,45.0,0.0,45.0
6437,190457189885,2016-12-14,2016-12-15,,248697460221,paid,fulfilled,2016-12-14,81.35,7.00,69.0,0.0,69.0
6438,190500869629,2016-12-14,2016-12-15,,248744252925,paid,fulfilled,2016-12-14,26.0,7.00,19.0,0.0,19.0
6439,190514107901,2016-12-15,2016-12-15,,247077311997,paid,fulfilled,2016-12-15,44.71,7.00,35.0,0.0,35.0
6440,190531835389,2016-12-15,2016-12-15,,248778266109,partially_refunded,fulfilled,2016-12-15,70.0,7.00,63.0,0.0,63.0
6441,190554674685,2016-12-15,2016-12-15,,8708302303,paid,fulfilled,2016-12-15,118.0,0.00,118.0,0.0,118.0
6442,190579185149,2016-12-15,2016-12-15,,247844673021,paid,fulfilled,2016-12-15,42.0,7.00,35.0,0.0,35.0
6443,190587475453,2016-12-15,2016-12-15,,248846980605,paid,fulfilled,2016-12-15,84.0,7.00,77.0,0.0,77.0
6444,190591571453,2016-12-15,2016-12-15,,8810855327,paid,fulfilled,2016-12-15,50.0,15.00,35.0,0.0,35.0
6445,190608053757,2016-12-15,2016-12-15,,248872211965,paid,fulfilled,2016-12-15,59.0,7.00,52.0,0.0,52.0
6446,190614771197,2016-12-15,2016-12-15,,248880141821,paid,fulfilled,2016-12-15,42.0,7.00,35.0,0.0,35.0
6447,190625125885,2016-12-15,2016-12-15,,248892462589,paid,fulfilled,2016-12-15,26.0,7.00,19.0,0.0,19.0
6448,190627976701,2016-12-15,2016-12-15,,228904048125,paid,fulfilled,2016-12-15,67.0,7.00,60.0,0.0,60.0
6449,190691087869,2016-12-15,2016-12-15,,248943187453,paid,fulfilled,2016-12-15,32.0,7.00,25.0,0.0,25.0
6450,190712419837,2016-12-15,2016-12-15,,248962323965,paid,fulfilled,2016-12-15,50.13,15.65,32.0,0.0,32.0
6451,190803645949,2016-12-15,2016-12-15,,249054369277,paid,fulfilled,2016-12-15,42.0,7.00,35.0,0.0,35.0
6452,190885533181,2016-12-15,2016-12-15,,249120593405,paid,fulfilled,2016-12-15,80.27,7.00,68.0,0.0,68.0
6453,191002252797,2016-12-15,2016-12-18,,8785781151,paid,fulfilled,2016-12-15,42.0,7.00,35.0,0.0,35.0
6454,191032727037,2016-12-15,2016-12-18,,249265460733,paid,fulfilled,2016-12-15,27.47,7.00,19.0,0.0,19.0
6455,191040919037,2016-12-15,2016-12-18,,240084227581,paid,fulfilled,2016-12-15,32.0,7.00,25.0,0.0,25.0
6456,191080306173,2016-12-15,2017-02-22,,249317201405,paid,fulfilled,2016-12-15,60.0,15.00,45.0,0.0,45.0
6457,191103571453,2016-12-16,2017-01-05,,249341089277,paid,fulfilled,2016-12-16,43.0,15.00,28.0,0.0,28.0
6458,191118579197,2016-12-16,2016-12-18,,249356588541,paid,fulfilled,2016-12-16,32.0,7.00,25.0,0.0,25.0
6459,191181035005,2016-12-16,2016-12-18,,249429169661,paid,fulfilled,2016-12-16,39.0,7.00,32.0,0.0,32.0
6460,191223830013,2016-12-16,2016-12-18,,249484383741,paid,fulfilled,2016-12-16,69.5,7.00,58.0,0.0,58.0
6461,191233168893,2016-12-16,2016-12-18,,249498572285,paid,fulfilled,2016-12-16,33.94,7.00,25.0,0.0,25.0
6462,191233234429,2016-12-16,2017-01-05,,221186856445,paid,fulfilled,2016-12-16,50.0,15.00,35.0,0.0,35.0
6463,191239132669,2016-12-16,2016-12-18,,8689062431,paid,fulfilled,2016-12-16,79.19,7.00,67.0,0.0,67.0
6464,191245850109,2016-12-16,2016-12-18,,249515808253,paid,fulfilled,2016-12-16,76.0,7.00,69.0,0.0,69.0
6465,191371941373,2016-12-16,2016-12-18,,249302717949,paid,fulfilled,2016-12-16,134.0,0.00,134.0,0.0,134.0
6466,191402743293,2016-12-16,2016-12-18,,249689544189,paid,fulfilled,2016-12-16,90.0,7.00,83.0,0.0,83.0
6467,191413786109,2016-12-16,2016-12-18,,249701930493,paid,fulfilled,2016-12-16,52.0,7.00,45.0,0.0,45.0
6468,191527949821,2016-12-16,2016-12-18,,249820714493,paid,fulfilled,2016-12-16,69.5,7.00,58.0,0.0,58.0
6469,191528801789,2016-12-16,2016-12-18,,249816454653,partially_refunded,fulfilled,2016-12-16,153.0,0.00,153.0,0.0,153.0
6470,191550232061,2016-12-16,2017-01-05,,249845716477,paid,fulfilled,2016-12-16,40.0,15.00,25.0,0.0,25.0
6471,191560062461,2016-12-16,2016-12-18,,237191173629,paid,fulfilled,2016-12-16,105.05,7.00,91.0,0.0,91.0
6472,191560816125,2016-12-16,2016-12-18,,249858725373,paid,fulfilled,2016-12-16,32.0,7.00,25.0,0.0,25.0
6473,191569106429,2016-12-16,2016-12-18,,249866884605,paid,fulfilled,2016-12-16,33.94,7.00,25.0,0.0,25.0
6474,191609804285,2016-12-17,2016-12-18,,249905354237,paid,fulfilled,2016-12-17,59.0,7.00,52.0,0.0,52.0
6475,191637951997,2016-12-17,2016-12-18,,249949328893,paid,fulfilled,2016-12-17,42.59,15.65,25.0,0.0,25.0
6476,191654761981,2016-12-17,2016-12-18,,237426152957,paid,fulfilled,2016-12-17,39.0,7.00,32.0,0.0,32.0
6477,191665477117,2016-12-17,2016-12-18,,242824386045,paid,fulfilled,2016-12-17,42.0,7.00,35.0,0.0,35.0
6478,191692871165,2016-12-17,2017-01-05,,250021090813,paid,fulfilled,2016-12-17,183.0,15.00,168.0,0.0,168.0
6479,191694312957,2016-12-17,2016-12-18,,250022532605,paid,fulfilled,2016-12-17,107.21,7.00,93.0,0.0,93.0
6480,191699654141,2016-12-17,2016-12-18,,250032231933,paid,fulfilled,2016-12-17,75.0,7.00,68.0,0.0,68.0
6481,191709943293,2016-12-17,2016-12-18,,250047927805,paid,fulfilled,2016-12-17,32.0,7.00,25.0,0.0,25.0
6482,191743137277,2016-12-17,2017-01-05,,250085840381,paid,fulfilled,2016-12-17,102.0,15.00,87.0,0.0,87.0
6483,191749559805,2016-12-17,2017-02-22,,250093114877,paid,fulfilled,2016-12-17,60.0,15.00,45.0,0.0,45.0
6484,191771743741,2016-12-17,2016-12-20,,250121065981,paid,fulfilled,2016-12-17,40.0,15.00,25.0,0.0,25.0
6485,191847503357,2016-12-17,2016-12-27,,250195645949,partially_refunded,fulfilled,2016-12-17,141.0,15.00,126.0,0.0,126.0
6486,191859037693,2016-12-17,2016-12-18,,250225792509,paid,fulfilled,2016-12-17,100.0,0.00,100.0,0.0,100.0
6487,191892788733,2016-12-17,2016-12-18,,250263606781,paid,fulfilled,2016-12-17,55.49,7.00,45.0,0.0,45.0
6488,191905961469,2016-12-17,2016-12-20,,8828219807,paid,fulfilled,2016-12-17,50.0,15.00,35.0,0.0,35.0
6489,191940072957,2016-12-17,2016-12-18,,250320229885,paid,fulfilled,2016-12-17,32.0,7.00,25.0,0.0,25.0
6490,192018716157,2016-12-18,2016-12-18,,250412570109,paid,fulfilled,2016-12-18,93.23,15.65,72.0,0.0,72.0
6491,192044766717,2016-12-18,2016-12-18,,8698188895,paid,fulfilled,2016-12-18,69.0,7.00,62.0,0.0,62.0
6492,192074356221,2016-12-18,2016-12-18,,250475091453,paid,fulfilled,2016-12-18,33.94,7.00,25.0,0.0,25.0
6493,192117478909,2016-12-18,2016-12-18,,8789867551,paid,fulfilled,2016-12-18,97.0,7.00,90.0,0.0,90.0
6494,192134419965,2016-12-18,2016-12-18,,8689182047,paid,fulfilled,2016-12-18,27.47,7.00,19.0,0.0,19.0
6495,192143463933,2016-12-18,2016-12-18,,236853007869,partially_refunded,fulfilled,2016-12-18,144.0,0.00,144.0,0.0,144.0
6496,192177313277,2016-12-18,2016-12-18,,250605606397,paid,fulfilled,2016-12-18,33.94,7.00,25.0,0.0,25.0
6497,192332371453,2016-12-18,2016-12-19,,228607268349,paid,fulfilled,2016-12-18,118.01,15.65,95.0,0.0,95.0
6498,192334763517,2016-12-18,2016-12-19,,8690241631,paid,fulfilled,2016-12-18,35.0,7.00,28.0,0.0,28.0
6499,192336041469,2016-12-18,2016-12-19,,8708302303,paid,fulfilled,2016-12-18,124.0,0.00,124.0,0.0,124.0
6500,192337679869,2016-12-18,2016-12-19,,8689260063,paid,fulfilled,2016-12-18,45.0,7.00,38.0,0.0,38.0
6501,192339875325,2016-12-18,2016-12-19,,8688852639,paid,fulfilled,2016-12-18,160.55,0.00,149.0,0.0,149.0
6502,192342070781,2016-12-18,2016-12-19,,8688106463,paid,fulfilled,2016-12-18,35.0,7.00,28.0,0.0,28.0
6503,192343578109,2016-12-18,2016-12-20,,8838536223,partially_refunded,fulfilled,2016-12-18,107.75,0.00,100.0,0.0,100.0
6504,192347674109,2016-12-18,2016-12-20,,228650915325,paid,fulfilled,2016-12-18,58.72,7.00,48.0,0.0,48.0
6505,192349476349,2016-12-18,2016-12-20,,250797495805,paid,fulfilled,2016-12-18,59.0,7.00,52.0,0.0,52.0
6506,192349541885,2016-12-18,2016-12-20,,250795562493,paid,fulfilled,2016-12-18,45.0,7.00,38.0,0.0,38.0
6507,192349967869,2016-12-18,2016-12-19,,233177290237,paid,fulfilled,2016-12-18,33.94,7.00,25.0,0.0,25.0
6508,192350131709,2016-12-18,2016-12-19,,8702074143,paid,fulfilled,2016-12-18,47.95,7.00,38.0,0.0,38.0
6509,192350197245,2016-12-18,2016-12-20,,8693133087,paid,fulfilled,2016-12-18,144.0,7.00,137.0,0.0,137.0
6510,192350230013,2016-12-18,2016-12-19,,8872196831,paid,fulfilled,2016-12-18,47.95,7.00,38.0,0.0,38.0
6511,192350492157,2016-12-18,2016-12-20,,8688605023,paid,fulfilled,2016-12-18,105.1,15.00,90.1,15.9,106.0
6512,192350590461,2016-12-18,2016-12-27,,250797200893,paid,fulfilled,2016-12-18,121.0,15.00,106.0,0.0,106.0
6513,192352851453,2016-12-18,2016-12-19,,8691005727,paid,fulfilled,2016-12-18,118.53,0.00,110.0,0.0,110.0
6514,192353048061,2016-12-18,2016-12-19,,8768486559,paid,fulfilled,2016-12-18,63.03,7.00,52.0,0.0,52.0
6515,192353965565,2016-12-18,2016-12-19,,8692846559,paid,fulfilled,2016-12-18,102.0,7.00,95.0,0.0,95.0
6516,192355505661,2016-12-18,2016-12-19,,8689072479,paid,fulfilled,2016-12-18,69.0,7.00,62.0,0.0,62.0
6517,192356423165,2016-12-18,2016-12-20,,250805491197,paid,fulfilled,2016-12-18,174.22,13.67,149.0,0.0,149.0
6518,192356455933,2016-12-18,2016-12-19,,8688742815,paid,fulfilled,2016-12-18,166.0,0.00,166.0,0.0,166.0
6519,192356587005,2016-12-18,2016-12-19,,250805458429,paid,fulfilled,2016-12-18,140.0,0.00,140.0,0.0,140.0
6520,192357635581,2016-12-18,2016-12-22,,8689371999,paid,fulfilled,2016-12-18,598.0,0.00,598.0,0.0,598.0
6521,192359503357,2016-12-18,2016-12-20,,8692636895,paid,fulfilled,2016-12-18,117.0,7.00,110.0,0.0,110.0
6522,192365499901,2016-12-18,2016-12-19,,250810897917,paid,fulfilled,2016-12-18,67.0,7.00,60.0,0.0,60.0
6523,192368743933,2016-12-18,2016-12-20,,250816697853,partially_refunded,fulfilled,2016-12-18,35.0,7.00,28.0,0.0,28.0
6524,192371332605,2016-12-18,2016-12-20,,8689196063,partially_refunded,fulfilled,2016-12-18,376.05,0.00,349.0,0.0,349.0
6525,192372872701,2016-12-18,2016-12-20,,8689204255,paid,fulfilled,2016-12-18,45.0,7.00,38.0,0.0,38.0
6526,192374576637,2016-12-18,2016-12-20,,8689765023,paid,fulfilled,2016-12-18,63.03,7.00,52.0,0.0,52.0
6527,192376346109,2016-12-18,2016-12-20,,8741045791,paid,fulfilled,2016-12-18,99.0,15.00,84.0,0.0,84.0
6528,192378181117,2016-12-18,2016-12-19,,250824594941,refunded,fulfilled,2016-12-18,41.48,7.00,32.0,0.0,32.0
6529,192379655677,2016-12-18,2016-12-27,,250827806205,paid,fulfilled,2016-12-18,171.32,0.00,159.0,0.0,159.0
